Wall time,Step,Value
1531921025.034148,0,8.331571734743193e-05
1531921616.150821,1881,0.35628369450569153
1531922218.768815,3806,0.49058979749679565
1531922818.564045,5733,0.622873067855835
1531923419.530638,7664,0.5620988607406616
1531924017.872459,9596,0.5532733201980591
1531924617.109993,11526,0.49738624691963196
1531925217.533894,13457,0.5218556523323059
1531925817.279027,15390,0.5366734266281128
1531926417.621929,17323,0.49558767676353455
1531927015.952956,19260,0.5290895104408264
1531927617.463396,21191,0.48319917917251587
1531928217.273832,23123,0.5003074407577515
1531928817.247316,25055,0.5165445804595947
1531929417.576983,26985,0.5127617716789246
1531930017.639668,28918,0.5154756307601929
1531930317.227446,30851,0.5432929992675781
1531930917.748016,32785,0.573737382888794
1531931517.815102,34717,0.5133290886878967
1531932117.355894,36648,0.5402159690856934
1531932718.079776,38581,0.5182426571846008
1531933317.768968,40521,0.5077791213989258
1531933918.303816,42453,0.5279126763343811
1531934518.514615,44386,0.4518071115016937
1531935118.353588,46320,0.4933021068572998
1531935718.281345,48252,0.46048372983932495
1531936319.175885,50187,0.5147163271903992
1531936919.691808,52121,0.3776888847351074
1531937519.054889,54054,0.43750128149986267
1531938118.711555,55986,0.42164352536201477
1531938719.298574,57916,0.495954304933548
1531939319.293987,59849,0.6194317936897278
1531939919.239072,61779,0.3838939666748047
1531940518.971043,63712,0.4882194697856903
1531941119.792786,65643,0.47199004888534546
1531941719.009887,67578,0.4570404887199402
1531942318.791411,69513,0.4729519784450531
1531942917.865185,71446,0.5535216927528381
1531943519.401117,73381,0.5952895879745483
1531944120.233293,75316,0.4854535460472107
1531944720.175931,77248,0.5323981046676636
1531945319.597117,79180,0.48926979303359985
1531945919.836384,81114,0.5086578726768494
1531946520.90626,83049,0.5147346258163452
1531947119.850345,84986,0.4987380802631378
1531947721.483861,86921,0.45851725339889526
1531948320.542387,88857,0.4709019362926483
1531948920.697383,90790,0.46341201663017273
1531949520.355693,92721,0.5068255066871643
1531950120.631754,94657,0.5272126197814941
1531950720.88126,96589,0.47498103976249695
1531951320.857539,98521,0.514075756072998
1531951921.112004,100457,0.550622284412384
1531952520.862016,102388,0.5362635254859924
1531953120.478391,104323,0.49929913878440857
1531953721.62085,106255,0.5131573677062988
1531954321.39504,108190,0.4602378010749817
1531954921.592454,110126,0.48927170038223267
1531955522.223149,112061,0.5101484060287476
1531956121.783562,113993,0.505337655544281
1531956722.248165,115927,0.5874719023704529
1531957323.258118,117862,0.5029810667037964
1531957923.646187,119793,0.48930492997169495
1531958523.351412,121718,0.47126662731170654
1531959123.00763,123650,0.5002768635749817
1531959723.465336,125587,0.5348535180091858
1531960322.838182,127516,0.48089730739593506
1531960923.105441,129453,0.42849001288414
1531961522.026162,131388,0.5093685984611511
1531962123.783033,133325,0.5640168786048889
1531962725.692944,135260,0.4815438389778137
1531963326.651375,137190,0.4966030418872833
1531963927.322945,139119,0.44495689868927
1531964524.523797,141046,0.4575480818748474
1531965126.394577,142972,0.5105857849121094
1531965726.021762,144879,0.49356135725975037
1531966325.898199,146794,0.45746558904647827
1531966925.698156,148683,0.4832976162433624
1531967524.048672,150545,0.4289497137069702
1531968122.826375,152416,0.43880143761634827
1531968723.445487,154286,0.47432467341423035
1531969322.434629,156158,0.5174779891967773
1531969923.728031,158037,0.5077499747276306
1531970523.071767,159918,0.4762057065963745
1531971124.30763,161789,0.49613744020462036
1531971724.297362,163658,0.4671090841293335
1531972325.230899,165555,0.566403329372406
1531972923.969404,167458,0.5589419603347778
1531973526.043826,169327,0.6069409847259521
1531974125.015377,171192,0.435222327709198
1531974724.905646,173059,0.4692474603652954
1531975324.715436,174923,0.4891020655632019
1531975925.48511,176798,0.5273888111114502
1531976527.598345,178668,0.5495522022247314
1531977123.846181,180536,0.5611383318901062
1531977724.389188,182447,0.469046950340271
1531978324.72953,184329,0.5370922684669495
1531978925.58578,186217,0.46021702885627747
1531979525.760581,188102,0.44670769572257996
1531980125.423026,189991,0.5232721567153931
1531980726.009863,191880,0.52134770154953
1531981324.768098,193798,0.5349057912826538
1531981925.612883,195717,0.49472811818122864
1531982526.083629,197604,0.5362629890441895
1531983126.117726,199467,0.5073432922363281
1531983423.558727,200000,0.5174337029457092
