Wall time,Step,Value
1531921025.032405,0,0.0
1531921616.149315,1881,0.0014089059550315142
1531922218.7671,3806,0.02320053055882454
1531922818.563108,5733,0.038141194730997086
1531923419.52986,7664,0.023636208847165108
1531924017.871087,9596,0.02376752905547619
1531924617.109218,11526,0.03505157679319382
1531925217.532558,13457,0.007719585672020912
1531925817.277911,15390,0.03807060047984123
1531926417.621121,17323,0.025090109556913376
1531927015.951961,19260,0.04473795369267464
1531927617.462835,21191,0.015307006426155567
1531928217.272979,23123,0.011027210392057896
1531928817.24606,25055,0.03993763029575348
1531929417.575481,26985,0.015307659283280373
1531930017.638984,28918,0.0527956485748291
1531930317.225258,30851,0.028393961489200592
1531930917.74695,32785,0.02905864268541336
1531931517.814065,34717,0.02114865928888321
1531932117.354757,36648,0.01947038434445858
1531932718.079204,38581,0.014747821725904942
1531933317.768077,40521,0.021726123988628387
1531933918.301719,42453,0.02033192850649357
1531934518.513642,44386,0.02550709806382656
1531935118.352617,46320,0.009682217612862587
1531935718.279358,48252,0.026245055720210075
1531936319.17519,50187,0.03949907794594765
1531936919.690962,52121,0.010118109174072742
1531937519.053838,54054,0.03221742436289787
1531938118.710878,55986,0.02016172744333744
1531938719.297673,57916,0.017137425020337105
1531939319.293209,59849,0.03725487366318703
1531939919.238474,61779,0.013032534159719944
1531940518.969908,63712,0.03038603998720646
1531941119.791973,65643,0.03298523649573326
1531941719.008682,67578,0.0210486501455307
1531942318.79018,69513,0.030731376260519028
1531942917.864516,71446,0.04286516457796097
1531943519.40058,73381,0.03124063089489937
1531944120.23244,75316,0.03323007747530937
1531944720.174958,77248,0.016939153894782066
1531945319.595446,79180,0.07451510429382324
1531945919.835632,81114,0.02570188418030739
1531946520.904812,83049,0.04658035188913345
1531947119.849617,84986,0.018292013555765152
1531947721.48306,86921,0.007154024671763182
1531948320.54182,88857,0.032038360834121704
1531948920.69688,90790,0.019289879128336906
1531949520.354562,92721,0.005184451583772898
1531950120.629161,94657,0.017476098611950874
1531950720.880635,96589,0.02903827093541622
1531951320.85684,98521,0.015982728451490402
1531951921.110861,100457,0.05524488911032677
1531952520.860927,102388,0.03245744854211807
1531953120.476955,104323,0.03980669751763344
1531953721.618296,106255,0.026612017303705215
1531954321.394444,108190,0.02690853737294674
1531954921.591024,110126,0.031102364882826805
1531955522.222466,112061,0.047241829335689545
1531956121.78305,113993,0.004327858332544565
1531956722.247462,115927,0.004991252440959215
1531957323.257336,117862,0.008891958743333817
1531957923.645439,119793,0.008672568015754223
1531958523.349306,121718,0.03372029587626457
1531959123.006978,123650,0.040006570518016815
1531959723.463102,125587,0.04259916767477989
1531960322.836686,127516,0.030525334179401398
1531960923.104755,129453,0.02701718918979168
1531961522.023965,131388,0.03990764170885086
1531962123.78171,133325,0.028519289568066597
1531962725.692004,135260,0.03965739905834198
1531963326.650575,137190,0.02146073617041111
1531963927.322115,139119,0.027384694665670395
1531964524.523128,141046,0.01814354583621025
1531965126.393731,142972,0.053488925099372864
1531965726.020979,144879,0.049541570246219635
1531966325.897528,146794,0.04867618530988693
1531966925.69751,148683,0.04461337625980377
1531967524.047858,150545,0.028017112985253334
1531968122.825291,152416,0.05034535005688667
1531968723.44479,154286,0.06234385445713997
1531969322.433932,156158,0.045595522969961166
1531969923.726994,158037,0.04009678587317467
1531970523.070852,159918,0.03287305310368538
1531971124.306805,161789,0.019791191443800926
1531971724.295753,163658,0.04287324845790863
1531972325.228957,165555,0.021254802122712135
1531972923.968757,167458,0.038555800914764404
1531973526.042517,169327,0.03344118595123291
1531974125.013121,171192,0.038978662341833115
1531974724.904393,173059,0.011424923315644264
1531975324.71479,174923,0.05514135956764221
1531975925.483958,176798,0.05071447044610977
1531976527.595621,178668,0.04258939251303673
1531977123.843791,180536,0.039342161267995834
1531977724.388523,182447,0.02347700111567974
1531978324.728568,184329,0.05771312862634659
1531978925.585335,186217,0.02305244281888008
1531979525.759735,188102,0.04405302181839943
1531980125.421954,189991,0.024605389684438705
1531980726.009253,191880,0.04795927554368973
1531981324.767423,193798,0.03518366068601608
1531981925.611473,195717,0.037034984678030014
1531982526.08091,197604,0.02954372949898243
1531983126.117056,199467,0.039408519864082336
1531983423.557921,200000,0.04978432133793831
