Wall time,Step,Value
1531921025.031162,0,0.0
1531921616.148543,1881,0.010069378651678562
1531922218.765983,3806,0.016557032242417336
1531922818.556017,5733,0.027382412925362587
1531923419.528863,7664,0.01768573559820652
1531924017.870103,9596,0.05560201033949852
1531924617.108363,11526,0.01106780581176281
1531925217.531718,13457,0.03690065070986748
1531925817.276979,15390,0.018771640956401825
1531926417.62016,17323,0.00731094554066658
1531927015.951209,19260,0.02402835339307785
1531927617.461966,21191,0.025358468294143677
1531928217.272183,23123,0.020961230620741844
1531928817.244521,25055,0.028049299493432045
1531929417.572992,26985,0.029495850205421448
1531930017.637069,28918,0.05697346106171608
1531930317.224218,30851,0.010679837316274643
1531930917.745939,32785,0.03624564781785011
1531931517.813414,34717,0.011085170321166515
1531932117.354033,36648,0.015177284367382526
1531932718.075617,38581,0.00895385630428791
1531933317.767229,40521,0.054743386805057526
1531933918.300689,42453,0.019707398489117622
1531934518.513214,44386,0.010313399136066437
1531935118.351894,46320,0.027686037123203278
1531935718.2749,48252,0.0240632276982069
1531936319.173755,50187,0.005960481707006693
1531936919.68998,52121,0.017945922911167145
1531937519.04934,54054,0.011999419890344143
1531938118.710183,55986,0.004835311323404312
1531938719.296584,57916,0.00754511496052146
1531939319.292304,59849,0.01794474944472313
1531939919.236925,61779,0.005822158884257078
1531940518.96898,63712,0.027612805366516113
1531941119.790952,65643,0.020968347787857056
1531941719.00792,67578,0.028600608929991722
1531942318.786438,69513,0.029899263754487038
1531942917.863437,71446,0.032481905072927475
1531943519.400092,73381,0.01299796812236309
1531944120.228313,75316,0.016080714762210846
1531944720.154269,77248,0.01306756678968668
1531945319.59444,79180,0.01772741973400116
1531945919.834909,81114,0.019087491557002068
1531946520.896092,83049,0.01442052610218525
1531947119.848718,84986,0.014989681541919708
1531947721.479127,86921,0.004905637353658676
1531948320.541119,88857,0.02789349853992462
1531948920.696079,90790,0.008859589695930481
1531949520.35361,92721,0.017908740788698196
1531950120.628544,94657,0.006576772313565016
1531950720.879755,96589,0.014017594046890736
1531951320.856251,98521,0.006945408880710602
1531951921.109887,100457,0.01224702037870884
1531952520.860063,102388,0.01435107458382845
1531953120.476188,104323,0.036671727895736694
1531953721.617422,106255,0.015634292736649513
1531954321.393617,108190,0.005838377866894007
1531954921.585787,110126,0.011477700434625149
1531955522.221659,112061,0.023845527321100235
1531956121.782274,113993,0.011382616125047207
1531956722.246581,115927,0.015548521652817726
1531957323.256457,117862,0.01399202086031437
1531957923.644057,119793,0.0160006545484066
1531958523.348105,121718,0.03140868991613388
1531959123.005907,123650,0.02573970891535282
1531959723.462049,125587,0.031925708055496216
1531960322.835815,127516,0.012768729589879513
1531960923.104002,129453,0.028262658044695854
1531961522.022868,131388,0.023420721292495728
1531962123.780879,133325,0.02005319483578205
1531962725.675878,135260,0.029453132301568985
1531963326.636017,137190,0.01756305806338787
1531963927.310715,139119,0.028596123680472374
1531964524.522247,141046,0.019373692572116852
1531965126.392914,142972,0.022220253944396973
1531965726.01998,144879,0.016710998490452766
1531966325.881431,146794,0.036348383873701096
1531966925.696836,148683,0.0090336287394166
1531967524.046501,150545,0.017032042145729065
1531968122.824106,152416,0.032464638352394104
1531968723.443826,154286,0.017917685210704803
1531969322.432671,156158,0.03238951042294502
1531969923.722836,158037,0.02851857990026474
1531970523.069788,159918,0.01749146729707718
1531971124.30599,161789,0.019052797928452492
1531971724.294782,163658,0.009622248820960522
1531972325.228158,165555,0.015417367219924927
1531972923.961304,167458,0.02088548243045807
1531973526.041634,169327,0.03028767555952072
1531974125.01212,171192,0.04604195058345795
1531974724.903483,173059,0.016601504758000374
1531975324.714081,174923,0.018697384744882584
1531975925.482983,176798,0.02043520100414753
1531976527.581224,178668,0.014644828625023365
1531977123.842813,180536,0.02070298232138157
1531977724.380731,182447,0.027924472466111183
1531978324.723225,184329,0.033853817731142044
1531978925.584678,186217,0.012112976983189583
1531979525.758759,188102,0.027408674359321594
1531980125.420839,189991,0.026893898844718933
1531980726.008313,191880,0.02112092450261116
1531981324.766408,193798,0.038402147591114044
1531981925.610403,195717,0.021281292662024498
1531982526.07383,197604,0.01990335062146187
1531983126.115572,199467,0.031048504635691643
1531983423.557001,200000,0.028501540422439575
