Wall time,Step,Value
1531921025.031916,0,5.057401358499192e-05
1531921616.149006,1881,0.40174219012260437
1531922218.766611,3806,0.6305627226829529
1531922818.562644,5733,0.6936330199241638
1531923419.52951,7664,0.6724801659584045
1531924017.870766,9596,0.5946973562240601
1531924617.10893,11526,0.6679129004478455
1531925217.532214,13457,0.7411885261535645
1531925817.277546,15390,0.7082390785217285
1531926417.620738,17323,0.6913643479347229
1531927015.951562,19260,0.6908738613128662
1531927617.462547,21191,0.7438032627105713
1531928217.272644,23123,0.6822301149368286
1531928817.245069,25055,0.7664681077003479
1531929417.574216,26985,0.6448831558227539
1531930017.638396,28918,0.725162148475647
1531930317.224812,30851,0.6378870606422424
1531930917.746403,32785,0.7617670893669128
1531931517.813784,34717,0.6889362335205078
1531932117.354451,36648,0.7236319184303284
1531932718.078763,38581,0.6634289026260376
1531933317.76775,40521,0.6906564235687256
1531933918.301298,42453,0.7032944560050964
1531934518.51342,44386,0.6671198606491089
1531935118.352239,46320,0.6983129382133484
1531935718.278747,48252,0.7775118350982666
1531936319.174273,50187,0.7010905146598816
1531936919.690594,52121,0.6643619537353516
1531937519.053413,54054,0.7253401279449463
1531938118.710489,55986,0.7915579676628113
1531938719.296987,57916,0.765498161315918
1531939319.292862,59849,0.7397664189338684
1531939919.237994,61779,0.7064286470413208
1531940518.969486,63712,0.6474742889404297
1531941119.791517,65643,0.6433538198471069
1531941719.008347,67578,0.6776641011238098
1531942318.789919,69513,0.7310508489608765
1531942917.864047,71446,0.743756115436554
1531943519.400382,73381,0.6721312403678894
1531944120.232072,75316,0.7183526754379272
1531944720.174427,77248,0.6660412549972534
1531945319.59506,79180,0.6836267709732056
1531945919.835329,81114,0.6848191022872925
1531946520.904317,83049,0.7225788235664368
1531947119.849226,84986,0.679336667060852
1531947721.482573,86921,0.6338352560997009
1531948320.541526,88857,0.6932098269462585
1531948920.696556,90790,0.612234354019165
1531949520.354161,92721,0.6598078012466431
1531950120.629033,94657,0.6191848516464233
1531950720.880386,96589,0.6632919907569885
1531951320.856566,98521,0.6742666363716125
1531951921.11037,100457,0.6855714917182922
1531952520.860586,102388,0.6160621643066406
1531953120.476528,104323,0.7031348943710327
1531953721.617849,106255,0.662101149559021
1531954321.394116,108190,0.6397890448570251
1531954921.589874,110126,0.727374255657196
1531955522.222131,112061,0.704249918460846
1531956121.782765,113993,0.6819024682044983
1531956722.247089,115927,0.7429090738296509
1531957323.256986,117862,0.6605773568153381
1531957923.644995,119793,0.6571550369262695
1531958523.348835,121718,0.6741939187049866
1531959123.00657,123650,0.7114089131355286
1531959723.462644,125587,0.7741689085960388
1531960322.836244,127516,0.6748462319374084
1531960923.104354,129453,0.6994604468345642
1531961522.023505,131388,0.7563111186027527
1531962123.781348,133325,0.7428629398345947
1531962725.691714,135260,0.7067446708679199
1531963326.65018,137190,0.6971564888954163
1531963927.321736,139119,0.6970434188842773
1531964524.522764,141046,0.6512411236763
1531965126.393316,142972,0.6643581986427307
1531965726.020555,144879,0.6334491968154907
1531966325.897108,146794,0.7367791533470154
1531966925.697258,148683,0.6572349667549133
1531967524.047471,150545,0.728970468044281
1531968122.824761,152416,0.7042849063873291
1531968723.444377,154286,0.7045271992683411
1531969322.433264,156158,0.6839897036552429
1531969923.726553,158037,0.7405130863189697
1531970523.070448,159918,0.7864823341369629
1531971124.306536,161789,0.6765259504318237
1531971724.295344,163658,0.7443209290504456
1531972325.228523,165555,0.713195264339447
1531972923.968431,167458,0.7418256402015686
1531973526.042162,169327,0.7232959866523743
1531974125.012729,171192,0.6414054036140442
1531974724.904031,173059,0.6811753511428833
1531975324.714449,174923,0.707229733467102
1531975925.483532,176798,0.7126408219337463
1531976527.595222,178668,0.7603045105934143
1531977123.843313,180536,0.7605817317962646
1531977724.388056,182447,0.8186696171760559
1531978324.727573,184329,0.6973034739494324
1531978925.585068,186217,0.7392392158508301
1531979525.759306,188102,0.6578325629234314
1531980125.421488,189991,0.5986273288726807
1531980726.008878,191880,0.6949928402900696
1531981324.766998,193798,0.6723290085792542
1531981925.611048,195717,0.6643798351287842
1531982526.080319,197604,0.7142700552940369
1531983126.116246,199467,0.7296123504638672
1531983423.557488,200000,0.7035325169563293
