Wall time,Step,Value
1526777083.130162,0,0.0
1526777674.795713,1828,0.13902662694454193
1526778276.180351,3696,0.25902417302131653
1526778877.065926,5566,0.2898523211479187
1526779472.086736,7435,0.2369496077299118
1526780071.084529,9304,0.22279232740402222
1526780669.2748,11169,0.19025497138500214
1526781270.116832,13037,0.2223958671092987
1526781868.408501,14900,0.2145923674106598
1526782471.198195,16761,0.24689462780952454
1526783071.283664,18628,0.18945105373859406
1526783671.856212,20496,0.27915158867836
1526784271.544865,22367,0.21244880557060242
1526784870.134592,24229,0.23118232190608978
1526785471.764665,26093,0.19188064336776733
1526786069.326029,27954,0.24962294101715088
1526786669.964991,29805,0.2473985105752945
1526787270.910372,31655,0.24398668110370636
1526787871.064438,33517,0.2200930416584015
1526788469.888388,35383,0.23633873462677002
1526789069.8911,37242,0.2215864658355713
1526789670.453644,39091,0.21457165479660034
1526790269.561367,40948,0.17590884864330292
1526790870.333689,42797,0.2558797597885132
1526791469.54963,44648,0.18531902134418488
1526792071.142859,46498,0.13205339014530182
1526792670.776237,48348,0.14273840188980103
1526793269.93761,50202,0.1846219301223755
1526793870.73802,52056,0.27670973539352417
1526794471.094605,53907,0.20318837463855743
1526795071.945786,55760,0.2083006650209427
1526795670.219483,57608,0.2274571657180786
1526796270.179122,59453,0.20112492144107819
1526796870.446101,61299,0.27476024627685547
1526797469.566612,63145,0.25591355562210083
1526798070.564284,64988,0.23004533350467682
1526798671.344636,66832,0.1845846027135849
1526799271.534711,68675,0.19872631132602692
1526799871.095293,70519,0.24841254949569702
1526800471.211567,72369,0.25870364904403687
1526801071.442295,74215,0.22782453894615173
1526801671.408911,76059,0.1531689316034317
1526802271.111645,77903,0.22392317652702332
1526802871.673345,79747,0.23379985988140106
1526803471.732052,81596,0.26376262307167053
1526804071.79059,83440,0.2494942992925644
1526804670.95353,85284,0.26223814487457275
1526805272.000396,87132,0.23959575593471527
1526805871.845082,88979,0.21326406300067902
1526806472.008411,90826,0.273832768201828
1526807071.235923,92671,0.23644353449344635
1526807671.398585,94512,0.2304326593875885
1526808272.149263,96357,0.22620952129364014
1526808871.301715,98205,0.1805368959903717
1526809472.262134,100048,0.24490469694137573
1526810072.186115,101895,0.25228503346443176
1526810672.472987,103740,0.2171308845281601
1526811271.842368,105584,0.23958849906921387
1526811871.931451,107425,0.2299468219280243
1526812473.299874,109269,0.24511776864528656
1526813072.727742,111116,0.2319071888923645
1526813671.39935,112962,0.2395544797182083
1526814273.435937,114805,0.23388531804084778
1526814873.172015,116647,0.22673159837722778
1526815472.832488,118490,0.22327622771263123
1526816072.812839,120337,0.2276012897491455
1526816673.632,122179,0.1640332043170929
1526817273.384403,124029,0.24002066254615784
1526817872.887635,125875,0.21937094628810883
1526818473.582128,127719,0.25221675634384155
1526819072.537874,129566,0.20063240826129913
1526819672.982696,131413,0.23219618201255798
1526820273.270033,133256,0.19643640518188477
1526820873.59603,135107,0.2535320520401001
1526821473.29526,136953,0.2422504872083664
1526822073.029424,138800,0.20170176029205322
1526822673.264832,140648,0.24244557321071625
1526823274.165666,142495,0.1852700114250183
1526823873.648146,144344,0.24022096395492554
1526824473.024971,146191,0.19351105391979218
1526825073.624819,148036,0.2553134262561798
1526825674.083853,149879,0.21976035833358765
1526826274.489114,151729,0.24617035686969757
1526826873.689903,153575,0.23289217054843903
1526827474.130478,155420,0.19148282706737518
1526828073.483121,157271,0.2409587800502777
1526828673.360398,159121,0.2517063617706299
1526829274.717286,160968,0.2129678875207901
1526829874.067938,162817,0.24731723964214325
1526830474.562466,164665,0.2486535757780075
1526831074.28831,166517,0.23781105875968933
1526831674.236371,168363,0.2384818196296692
1526832274.527493,170211,0.2110559642314911
1526832873.863838,172060,0.21894237399101257
1526833474.909758,173909,0.22210149466991425
1526834073.478218,175759,0.1921968013048172
1526834675.104017,177610,0.24111635982990265
1526835274.849891,179458,0.23517835140228271
1526835874.688016,181304,0.23140953481197357
1526836474.335219,183153,0.2538428008556366
1526837074.579736,185005,0.19573527574539185
1526837675.837315,186853,0.17334535717964172
1526838275.376686,188703,0.22156575322151184
1526838875.027357,190539,0.22737056016921997
1526839475.538986,192385,0.2066185623407364
1526840075.436482,194230,0.19918163120746613
1526840674.888586,196074,0.2023705393075943
1526841275.983732,197924,0.22560645639896393
1526841893.811671,200000,0.21246179938316345
1526990466.269483,200000,0.21246179938316345
1526990760.173926,200001,0.21269741654396057
