Wall time,Step,Value
1526777083.130196,0,0.0
1526777674.795794,1828,0.1510842889547348
1526778276.18041,3696,0.15929287672042847
1526778877.065959,5566,0.20629002153873444
1526779472.086813,7435,0.1939486414194107
1526780071.084557,9304,0.19263501465320587
1526780669.274832,11169,0.16977058351039886
1526781270.116921,13037,0.22589847445487976
1526781868.408564,14900,0.2150558978319168
1526782471.198221,16761,0.20646218955516815
1526783071.283783,18628,0.15756505727767944
1526783671.856268,20496,0.20704250037670135
1526784271.544935,22367,0.20575480163097382
1526784870.134685,24229,0.15205782651901245
1526785471.764691,26093,0.1936062127351761
1526786069.326063,27954,0.18803247809410095
1526786669.965112,29805,0.18783901631832123
1526787270.910435,31655,0.20486043393611908
1526787871.064621,33517,0.20564936101436615
1526788469.888455,35383,0.2168523669242859
1526789069.891179,37242,0.22383686900138855
1526789670.454051,39091,0.20418564975261688
1526790269.561442,40948,0.20243267714977264
1526790870.333778,42797,0.21812808513641357
1526791469.549662,44648,0.1522713601589203
1526792071.142917,46498,0.14408953487873077
1526792670.776316,48348,0.1980414241552353
1526793269.937857,50202,0.2158643901348114
1526793870.738046,52056,0.20048704743385315
1526794471.094636,53907,0.22100600600242615
1526795071.94582,55760,0.21288134157657623
1526795670.219575,57608,0.20643793046474457
1526796270.179303,59453,0.20404988527297974
1526796870.446176,61299,0.23023667931556702
1526797469.566646,63145,0.2329181283712387
1526798070.564365,64988,0.2247006893157959
1526798671.344709,66832,0.22224755585193634
1526799271.534774,68675,0.19351200759410858
1526799871.095383,70519,0.21290574967861176
1526800471.211612,72369,0.22109588980674744
1526801071.442371,74215,0.2026629000902176
1526801671.408944,76059,0.19080480933189392
1526802271.111689,77903,0.23028984665870667
1526802871.673378,79747,0.21606488525867462
1526803471.732137,81596,0.22286930680274963
1526804071.790649,83440,0.22304609417915344
1526804670.953605,85284,0.24340566992759705
1526805272.000485,87132,0.21011541783809662
1526805871.845159,88979,0.2345689833164215
1526806472.008443,90826,0.20545025169849396
1526807071.236036,92671,0.2072412371635437
1526807671.398604,94512,0.22116893529891968
1526808272.149341,96357,0.1937791109085083
1526808871.301813,98205,0.18534813821315765
1526809472.262211,100048,0.20059026777744293
1526810072.186154,101895,0.1979721188545227
1526810672.473051,103740,0.20613183081150055
1526811271.842476,105584,0.2000579982995987
1526811871.931514,107425,0.21922245621681213
1526812473.299906,109269,0.20790934562683105
1526813072.727766,111116,0.1988651156425476
1526813671.399625,112962,0.2097751647233963
1526814273.435968,114805,0.19804760813713074
1526814873.172108,116647,0.18942230939865112
1526815472.83256,118490,0.19057179987430573
1526816072.812867,120337,0.21256347000598907
1526816673.632078,122179,0.18737836182117462
1526817273.384457,124029,0.20297059416770935
1526817872.887674,125875,0.2247135490179062
1526818473.582157,127719,0.22656095027923584
1526819072.537907,129566,0.1939641386270523
1526819672.982772,131413,0.20372474193572998
1526820273.27011,133256,0.19632932543754578
1526820873.596081,135107,0.21220175921916962
1526821473.295315,136953,0.19888515770435333
1526822073.0295,138800,0.1903815120458603
1526822673.264905,140648,0.18587052822113037
1526823274.165782,142495,0.18595020473003387
1526823873.648179,144344,0.19322657585144043
1526824473.025041,146191,0.18750177323818207
1526825073.624916,148036,0.21250908076763153
1526825674.083929,149879,0.2106795758008957
1526826274.489188,151729,0.22540999948978424
1526826873.689976,153575,0.2243388444185257
1526827474.13054,155420,0.2024707794189453
1526828073.483154,157271,0.21627210080623627
1526828673.360461,159121,0.21954376995563507
1526829274.717329,160968,0.21629953384399414
1526829874.068059,162817,0.19726771116256714
1526830474.5625,164665,0.21824193000793457
1526831074.288368,166517,0.22325396537780762
1526831674.236461,168363,0.22788889706134796
1526832274.527525,170211,0.21968162059783936
1526832873.8639,172060,0.1996305137872696
1526833474.909835,173909,0.20424555242061615
1526834073.478288,175759,0.19639383256435394
1526834675.104052,177610,0.22206665575504303
1526835274.849962,179458,0.20031346380710602
1526835874.688133,181304,0.21898017823696136
1526836474.335281,183153,0.23328861594200134
1526837074.579836,185005,0.21154949069023132
1526837675.837409,186853,0.2095285803079605
1526838275.37676,188703,0.23526060581207275
1526838875.027427,190539,0.2112783044576645
1526839475.539115,192385,0.21206344664096832
1526840075.436594,194230,0.22419703006744385
1526840674.888653,196074,0.21936464309692383
1526841275.983777,197924,0.20945194363594055
1526841893.811748,200000,0.2252049744129181
1526990466.269561,200000,0.2252049744129181
1526990760.173999,200001,0.22530855238437653
