Wall time,Step,Value
1526777083.129127,0,1.0920904969680123e-05
1526777674.793333,1828,0.13146303594112396
1526778276.178808,3696,0.33500245213508606
1526778877.06473,5566,0.4842486083507538
1526779472.084967,7435,0.4316956102848053
1526780071.083322,9304,0.31913501024246216
1526780669.274243,11169,0.41217702627182007
1526781270.115766,13037,0.42957547307014465
1526781868.407565,14900,0.47086331248283386
1526782471.196783,16761,0.49372220039367676
1526783071.282562,18628,0.45728346705436707
1526783671.855177,20496,0.48956167697906494
1526784271.543761,22367,0.3705950379371643
1526784870.133437,24229,0.4311528205871582
1526785471.763041,26093,0.4003896117210388
1526786069.325392,27954,0.47949889302253723
1526786669.96377,29805,0.529078483581543
1526787270.909445,31655,0.45391806960105896
1526787871.063114,33517,0.44884926080703735
1526788469.887204,35383,0.4087001085281372
1526789069.890089,37242,0.41166695952415466
1526789670.452299,39091,0.4110446572303772
1526790269.559782,40948,0.5036208033561707
1526790870.332806,42797,0.4958849847316742
1526791469.547849,44648,0.37501266598701477
1526792071.141667,46498,0.36665794253349304
1526792670.774782,48348,0.434357225894928
1526793269.936783,50202,0.5111469030380249
1526793870.736725,52056,0.5507781505584717
1526794471.093713,53907,0.5209133625030518
1526795071.945083,55760,0.4838455319404602
1526795670.218682,57608,0.4868147671222687
1526796270.17701,59453,0.45216840505599976
1526796870.445041,61299,0.4850712716579437
1526797469.56546,63145,0.5382393598556519
1526798070.562651,64988,0.49342378973960876
1526798671.34361,66832,0.38812822103500366
1526799271.533773,68675,0.4205069839954376
1526799871.09241,70519,0.5059797763824463
1526800471.210735,72369,0.5349698662757874
1526801071.441315,74215,0.502585768699646
1526801671.40803,76059,0.44169190526008606
1526802271.11081,77903,0.4449094235897064
1526802871.67233,79747,0.47728869318962097
1526803471.730247,81596,0.48126867413520813
1526804071.789752,83440,0.46760720014572144
1526804670.952466,85284,0.4301886260509491
1526805271.998831,87132,0.46106788516044617
1526805871.844658,88979,0.4008236527442932
1526806472.008125,90826,0.5006307363510132
1526807071.235311,92671,0.4749143719673157
1526807671.398156,94512,0.4515228867530823
1526808272.148852,96357,0.4166894853115082
1526808871.300955,98205,0.47309190034866333
1526809472.26178,100048,0.5310578942298889
1526810072.185596,101895,0.5830568671226501
1526810672.472688,103740,0.5189318060874939
1526811271.841956,105584,0.5059366226196289
1526811871.931198,107425,0.5469875335693359
1526812473.299473,109269,0.5477582812309265
1526813072.726975,111116,0.4750760793685913
1526813671.399095,112962,0.5317257046699524
1526814273.43533,114805,0.5079877972602844
1526814873.17164,116647,0.47529956698417664
1526815472.832168,118490,0.5037309527397156
1526816072.812467,120337,0.479567289352417
1526816673.631655,122179,0.3992367684841156
1526817273.384101,124029,0.4688306152820587
1526817872.887353,125875,0.4795960485935211
1526818473.581777,127719,0.5190700888633728
1526819072.537739,129566,0.4988451898097992
1526819672.982334,131413,0.5263974070549011
1526820273.269636,133256,0.4391631484031677
1526820873.595661,135107,0.5130015015602112
1526821473.294917,136953,0.530341386795044
1526822073.028979,138800,0.4207145571708679
1526822673.264338,140648,0.49265629053115845
1526823274.164561,142495,0.48946666717529297
1526823873.647783,144344,0.4935457706451416
1526824473.024354,146191,0.42328500747680664
1526825073.623546,148036,0.4808509945869446
1526825674.083462,149879,0.4745451509952545
1526826274.488686,151729,0.4689818024635315
1526826873.689438,153575,0.4900628328323364
1526827474.129621,155420,0.4456078112125397
1526828073.482864,157271,0.4994388520717621
1526828673.359955,159121,0.5125440955162048
1526829274.716698,160968,0.4623182713985443
1526829874.067111,162817,0.4293634295463562
1526830474.562198,164665,0.4721822440624237
1526831074.287991,166517,0.5010349154472351
1526831674.235899,168363,0.5400669574737549
1526832274.527234,170211,0.49302005767822266
1526832873.863484,172060,0.4596511125564575
1526833474.908242,173909,0.46998894214630127
1526834073.477867,175759,0.4684767723083496
1526834675.103516,177610,0.4512036442756653
1526835274.849459,179458,0.45911189913749695
1526835874.687407,181304,0.4817287027835846
1526836474.334744,183153,0.5166685581207275
1526837074.579272,185005,0.4785565137863159
1526837675.836809,186853,0.46091946959495544
1526838275.376167,188703,0.5057500004768372
1526838875.026903,190539,0.4868028163909912
1526839475.538668,192385,0.5052893757820129
1526840075.436012,194230,0.47320330142974854
1526840674.888307,196074,0.46748194098472595
1526841275.983419,197924,0.42021283507347107
1526841893.811277,200000,0.4327833354473114
1526990466.267669,200000,0.4327833354473114
1526990760.172821,200001,0.4331302046775818
